Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Fee,Hours,Short Description,Long Description,History,Main Image,Other Images
Maa Tarini Pitha Ghatagaon,OD_Keonjhar_MaaTariniPithaGhatagaon,Odisha,Keonjhar,Ghatagon,21.393195,85.896613,Religious Sites,NA,NA,This Pitha is a famous Hindu Goddess temple dedicated to Maa Tarini and place of famous pilgrimage centre of Odisha,"Maa Tarini Temple is raised in modern time, the crude form of deity justify its pristine origin. The legend is that Maa Tarini is merciful and benevolent to her devotees. Nearest forest reserves adding beauty to the Maa Tarini Pitha is the nestling site of different wildlifes. $Devotees are very fondly offers coconut to Goddess is still worshiped by tribal priests. Local people observes Maha Bisuba Sankranti during the month of Chaitra Purnima with great forever & pomp. Visitors within the state & outside of the state throng here in lakhs to pay their respect to Mother Goddess all around the year.",It is said by the local people that King of Kendujhar was bringing Tarini Maa from puri to Kendujhar with a condition that if he turn back then she'll not move further. The King was riding a horse and Goddess was following him to Kendujhar. King could know that Maa Tarini was coming behind from the sound of her ornaments but near the ghatagaon in the deep forest the sound of the ornaments didn't came and the king looked back thinking that she's not coming. $But Maa Tarini was coming and due to the forest mud her ornaments sounds was not coming. Due to the condition Maa tarini stayed there and worshiped as the queen of Forest.,https://i.imgur.com/MmiM9hT.jpg,https://i.imgur.com/04mUifh.jpg https://i.imgur.com/H231O0I.jpg https://i.imgur.com/BbNIrhO.jpg https://i.imgur.com/BjO4mRr.jpg https://i.imgur.com/5jrlNnM.jpg
Khandadhar Waterfall ,OD_Keonjhar_KhandadharWaterfall,Odisha,Keonjhar,keonjhar,21.774553,85.32212,Waterfalls,NA,NA,One of the most beautiful waterfalls not only of Keonjhar district but also of the state,It is a 500 ft (152 m) high waterfall in the midst of a dense forest. Speeding water of this holly river Khandadhar Spring is falling straight down to the earth at a distance of around 500 feet height. Due to the vertical falling of water this water fall is known as Khandadhar. Crystal water of spring falls on an uneven stone floor which ultimately produces a roaring sound leading to a smoky scenario around the area. $Its stunning natural environment encircled with mountain range at three directions mesmerizes visitors coming from all around of the state & abroad. The natural environment of this area is also the ideal place for rich flora and fauna which are abundantly available here. ,NA,https://i.imgur.com/m1tJFYL.jpg,https://i.imgur.com/NypDVlg.jpg https://i.imgur.com/b9F2zWY.jpg https://i.imgur.com/NOgEg7n.jpg https://i.imgur.com/3uSXjqz.jpg
Badaghagara Waterfall,OD_Keonjhar_BadaghagaraWaterfall,Odisha,Keonjhar,Badaghagara,21.608709,85.555751,Waterfalls,NA,NA,This waterfall adjacent to Keonjhar town is a most spectacular waterfall situated amidst in a lush green forest environment,"The waterfall enjoys a unique characteristics of 100 feet height inside the dense forest area to the much delight of tourists, picnicors & weekend holidayer alike. Badaghagra reservoir which was raised on Machakandana river during the Kingdom era is the major source of water supplies to the Keonjhar town. The spot is rich in exotic flora & fauna and rare place for study of tribal life. ","It is a perennial waterfall. The Machha Kandana, a small river, plunges from a height of 60 metres (200 ft) in a single drop.Being a perennial source of water, a dam has constructed on the downstream side. It is situated at a distance of 3 kilometers on the downstream of Sanaghagara Waterfall.",https://i.imgur.com/QZ52ODf.jpg,https://i.imgur.com/M3XcBve.jpg https://i.imgur.com/eyKhQKU.jpg https://i.imgur.com/eA0B9Ci.jpg https://i.imgur.com/xklwzPN.jpg
Sanaghagara Waterfall,OD_Keonjhar_SanaghagaraWaterfall,Odisha,Keonjhar,Judia,21.632774,85.556954,Waterfalls,NA,NA,A cool place to visit for some healthy dose of nature. There is a beautiful garden accompanying the waterfall,"The area is spread over 488 Ha. In a hilly tract with characteristic mixed deciduous and miscellaneous type of forest vegetation. The famous Sana Ghagara waterfall with perennial stream adds to the natural beauty of this forest tract and attracts large number of visitors throughout the year. $The area is an extremely undulating terrain with hills, pediments and a “V” shaped narrow valley. The hills and pediments are very steep and the rock formation is of dolerite origin. The area drains into river Baitarani through Machhakandana Nala.",Sana Ghagara Water Fall is located in the Keonjhar district at a distance of about 08 K.Ms from Keonjhar town on the National Highway No.- 6 towards Sambalpur. $It is located at an average elevation of 1950 ft. above M.S.L. and experiences a comparative cool summer and cold winter. Average annual rainfall is about 1500 mm and temperature ranges from 14.7 degree C to 41.1 degree C. Relative humidity varies between 41 to 93 % and normally no frosting occurs in this region.,https://i.imgur.com/Bk1JZ5C.gif,https://i.imgur.com/FK9rc6K.jpg https://i.imgur.com/7NWSa90.jpg https://i.imgur.com/inohGE1.jpg https://i.imgur.com/y1gSMdj.jpg https://i.imgur.com/lns5n9b.jpg https://i.imgur.com/WPyt1fV.jpg https://i.imgur.com/DoSAYm3.jpg https://i.imgur.com/JuPKOFi.jpg
Hadagarh Wildlife Sanctuary,OD_Keonjhar_HadagarhWildlifeSanctuary,Odisha,Keonjhar,Hadagarh,21.27971,86.288937,Nature & Wildlife,NA,NA,"Dense Sal forests with patches of vast grasslands in between, Hadahgarh Wildlife Sanctuary offers a picture perfect setting with its breathtaking beauty","It is home to several species of avifauna in addition to other animals that include tigers, leopards, fishing cats, jungle cats, pangolin, hyena, wolf, porcupine, and langur. Founded in 1978, the Hadagarh Wildlife Sanctuary spans across an area of 191.6 square kilometres. The Salandi River, passing through the forest is its lifeline. $There is a dam on the river named Salandi Dam. The Salandi River is home to the Muggar Crocodiles. Hadagarh Wildlife Sanctuary is a popular tourist spot attracting substantial number of tourists round the year. While winters are the best time to visit the sanctuary, it is also advisable to avoid the summer months altogether.","It was established in the year 1978 covering an area of regarding 191.06sq kms.A large stagnant water body (31.83 km2) of river Salandi, called as Hadagarh reservoir is found inside the Sanctuary and is the important wetlands of this Sanctuary that attracts variety of water birds both migratory and resident. Hadgarh sanctuary is linked to Similipal tiger reserve and Kuladiha wildlife sanctuary.It is located on the Chota Nagpur Plateau in northeastern Odisha. $The primary plant community is mixed deciduous forests, including Sal (Shorea robusta).It is in the Eastern Highlands moist deciduous forests ecoregion.",https://i.imgur.com/dBddQoP.jpg,https://i.imgur.com/aqBPnbo.jpg https://i.imgur.com/WlB7eQ4.jpg https://i.imgur.com/RGLN3D5.jpg https://i.imgur.com/3DjLAEW.jpg
Kanjipani Ghati,OD_Keonjhar_KanjipaniGhati,Odisha,Keonjhar,kanjipani,21.4705,85.4608,Hills & Caves,NA,NA,Kanjipani Ghati is a picturesque natural panoramic spot with magnificent up rolling mountain ranges,"This picturesque spot with the views of breathtaking mountain ranges is a natural treasure trove with a wide range of flora and fauna. During winters, you can see clouds hovering over the mountains and playing hide and seek with the sun. The lowest temperature recorded here is zero degree Celsius. $Those looking for a peaceful summer escape can totally plan a trip to Kanjipani Ghati and be ready to get stunned with the uncommon beauty of the place.",NA,https://i.imgur.com/5Eat9SC.jpg,https://i.imgur.com/C8b9h6h.jpg https://i.imgur.com/CTlIyDC.jpg https://i.imgur.com/QLesi9J.jpg https://i.imgur.com/lb8PIdY.jpg
Handibhanga Waterfall,OD_Keonjhar_HandibhangaWaterfall,Odisha,Keonjhar,Keonjhar,21.856574,85.364136,Waterfalls,NA,NA,Handibhanaga waterfall is situated in picturesque natural environment amidst lush green forest with up rolling mountain range,"Carved out in the Bahalda village of Keonjhar district, Handibhanga Waterfall stands as a popular waterfall and a major source of tourism in Odisha. Flowing down from a height of 30 m, this waterfall is also a loved picnic spot in Odisha where travellers come and rejuvenate themselves with the sound of the splashing water.$The nearby area is a huge reserve of rich biodiversity & ecology. Handibhanaga waterfall with a height of 200 feet high mesmerizes the visitors for this stunning landscape.",NA,https://i.imgur.com/D6LANBa.jpg,https://i.imgur.com/GfgHpKz.jpg https://i.imgur.com/VeNpitW.jpg
Bhitarkanika National Park,OD_Kendrapara_BhitarkanikaNationalPark,Odisha,Kendrapara,Kendrapara,20.7141,86.8201,Nature and Wildlife,NA,NA,"A gift of nature with mangroves, saltwater, green place, crocodiles, and perfect ecosystem","Bhitarkanika is India’s second largest mangrove ecosystem after the Sunderbans. The National park is essentially a network of creeks and canals which are inundated with waters from rivers Brahmani, Baitarani, Dhamra and Patasala forming a unique ecosystem.$Bhitarkanika is home to the largest congregation of the endangered Salt Water Crocodile in the country. The Salt Water Crocodile is the apex predator of the region, besides it, the park is home to numerous reptiles like the water monitor lizard, pythons to name a few. Bhitarkanika is also home to numerous animals like the deer, hyenas, wild boar etc and migratory birds which make it their home during the winter season lending a vibrant hue to the eco system.","Bhitarkanika National Park is a 145 km2 (56 sq mi) large national park in northeast Kendrapara district in Odisha in eastern India. It was designated on 16 September 1998 and obtained the status of a Ramsar site on 19 August 2002. The area is also been designated as second Ramsar site of the State after the Chilika Lake. It is surrounded by Bhitarkanika Wildlife Sanctuary, which spread over 672 km2 (259 sq mi). Gahirmatha Beach and Marine Sanctuary are to the east, separating swamp region and mangroves from the Bay of Bengal. $The national park and wildlife sanctuary is inundated by the rivers Brahmani, Baitarani, Dhamra, Pathsala. It hosts many mangrove species, and is the second largest mangrove ecosystem in India. The national park is home to Saltwater crocodile (Crocodylus porosus), Indian python, king cobra, black ibis, darters and many other species of flora and fauna.$A unique phenomenon is the Bagagahana or the heronry near Surajpore creek. Thousands of birds colonise the creek for nesting and the aerial acrobatics performed prior to the mating makes for an impressive sight. Bhitarkanika is also home to eight varieties of Kingfisher birds which is also a rarity. The erstwhile hunting porch of the Maharaja adds to its heritage value.",https://i.imgur.com/dFswwWV.jpg,https://i.imgur.com/0PkoZbN.jpg https://i.imgur.com/9RPJHxR.jpg https://i.imgur.com/qsmjOkH.jpg https://i.imgur.com/qaqjjJa.jpg https://i.imgur.com/U1offPz.jpg https://i.imgur.com/jlMn0LD.jpg 
Shri Baladev Jew,OD_Kendrapara_ShriBaladevJew,Odisha,Kendrapara,Kendrapara,20.4851,86.4377,Religious Sites,NA,NA,The beautiful temple surrounding other small temples in its side exhibiting the architectural marvel of the ancient Odisha,"Shri Baldev Jew temple  situated in Ichhapur, 5kms from Kendrapara Town. Here one can see the beautiful temple with other small temples in its side exhibiting the architectural marvel of the ancient Odisha. Lord Baladev is the main deity worshipped in the temple along with his brother and sister. $An idol representing Tulasi as Goddess in a seated position is also present after the sacred seven steps. The deities wear different costumes and are decorated in different ways during various important festivals. The chariot on which the three deities mount during the Car Festival is known as “Brahma Taladhwaja Rath”. This is said to be the biggest chariot in the world.","This was Built within 1700 by King of Kujanga and chhederabaranga Gopinath Narendra and Jagannath Mahapatra. The Manika Debi and Jagannath Temple was built by first mahanta Ramanuja Das. The total area of this temple is around 3 acres. Height of the main temple is 75 ft, middle temple is of 40 ft, height of Jagamohana is 65 ft and of BataMandir is 70 ft. Within the temple complex there is a Beautiful 45 ft height Sri Mahalaxmi Temple. $The Flag on the main temple is known as “Brahma Chirala” or “Brahma Bana”, whereas the flag at the top of the 5 ft high Nilachakra is known as ”Brahma Nilachakra”. This place also known as Tulasi khetra, Gupta khetra, Gupta Brundabana, Sri Baladeba khetra and Manibigraha khetra.$The Rituals and worship of the deities is different from other temples. This is a complete Baishnaba Khetra, Sri baladev Jew param Baishnab without any Tantrik Rituals. Sri Baladev Jew is not made of wood, he himself “MANIBIGHRAHA”. So, no Nabakalebara rituals held here. The main festival of temple is Rathajatra held as Srigundicha and Bahudajatra. The main Naibedya of Sri Baladev Jew is “RASABALI” which is very famous.",https://i.imgur.com/SM2qI6t.jpg,https://i.imgur.com/hycEP9V.jpg https://i.imgur.com/4bMTzQA.jpg https://i.imgur.com/Ymbdftw.jpg https://i.imgur.com/u7QAJ0U.jpg
Batighar,OD_Kendrapara_Batighar,Odisha,Kendrapara,Kendrapara,20.3311,86.7372,Historical Monuments,NA,NA,This is the first lighthouse installed in eastern coast of India,"It is situated in a village named Batighar, on the other bank of river Kharinasi. It is surrounded with pleasant natural beauty. Once upon a time, this was known as Kaudia Dwip and used as hunting ground of Kujanga Kings. The speciality of this lighthouse is that it is operational from the date of its lighting and presently it is managed by Calcutta Light House.","The Construction of this lighthouse was started on 6th December, 1836 and it was lighted on 16th October 1837. The stones used were transported from Barabati Fort, Cuttack. The height is 125 feet, foundation wall is 15 feet thick. The diameter at land level is 10 feet. To reach the top, 138 steps made of cement concrete and a 16-step ladder are there. In 1837, the first light came out from this light house on 16th October. $This Light house was built by Mr H. Wright. This light house is 60 feet above sea level built on sand heap. This is a six storied building having space to take rest on each floor having a big window. There are 16 Bullet proof glasses attached at the top floor. Year 1857 is in scripted on that glass which is remain as it is. Within the circular room there is a wheel of 3 feet radius having an electric bulb at the center. This bulb is of 440v 230w, this light can be seen from 60 km in the sea. This Light House is opened for Tourist from 7.00 am to 10.am and 4 pm to evening.",https://i.imgur.com/YUiX5qF.jpg, https://i.imgur.com/Zd9erTN.jpg https://i.imgur.com/X06NXA4.jpg
Gahirmatha Beach and Turtle Sanctuary,OD_Kendrapara_GahirmathaBeachAndTurtleSanctuary,Odisha,Kendrapara,Kendrapara,20.7436,87.0005,Nature and Wildlife,NA,NA,"Located within the close vicinity of the Bhitarkanika National Park, is Odisha’s only Turtle Sanctuary","The beach separates the Bhitarkanika mangroves from the Bay of Bengal and is the world's most important nesting beach for Olive Ridley Sea Turtles. A part of the Gahirmatha Beach, the Turtle Sanctuary is the place where one can spot Olive Ridley Turtles.  Taking a boat ride across the river and gradually venturing into the wide sea is an experience ridden with sheer thrill and excitement.  These turtles travel all the way from South Pacific Ocean to breed on the coast of Gahirmatha.  $About half a million of these species visit the beach every year for mating. It extendes from Dhamara river mouth in the north to Brahmani rever moth in the south. it is very famous for its nesting beach for Olive Ridley Turtles.It is the one of world’s most important nesting beach for turtles.","The Gahirmatha Marine Wildlife Sanctuary is the only marine sanctuary of Orissa. In 1997 the Government of Orissa declared the area as Gahirmatha Marine Sanctuary considering its ecological significance and diverse floral and faunal resources. The Gahirmatha beach has been a cradle to adult sea turtles and their babies since time immemorial. $The turtles are known for the epic journeys that they undertake annually to breed and recuperate. It has been observed that Olive Ridley Sea Turtles migrate from Pacific Ocean through the coastal water of Sri Lanka in the Indian Ocean to the coastal water of Gahirmatha in the north. They usually mate between November and January and the breeding period is of eight months from October to May.$It is a fascinating experience to watch these creatures crawling out of the deep sea, labouring, selecting a site, digging holes, laying almost 200 eggs, covering the area and crawling back to the sea.",https://i.imgur.com/D0ArUVR.jpg,https://i.imgur.com/DtdPRzG.jpg https://i.imgur.com/slpFoSE.jpg https://i.imgur.com/MGeP55A.jpg 
Hukitola,OD_Kendrapara_Hukitola,Odisha,Kendrapara,Kendrapara,20.405,86.7887,Nature & Wildlife,NA,NA,Also named as Hukitola Bay and Hukitola Island was formed from silt deposits,"The place attracts students, scholars and history lovers throughout the year for its scenic location and historical significance. the port and the palace started loosing its importance in 1924 when the Britishers established a port at false point. The uniqueness of the palace, however, lies in its roof slope in design. It helps rain water to flow down to four big water pots. The collected water was used for drinking purposes by the merchants throughout the year.","Hukitola is situated on Jambu island in the Bay of Bengal of Mahakalapara Block in Kendrapara District. The building having plinth area more than 7000 sq ft, on the island was constructed by the Britishers in 1866/67 during the “Naanka” drought . $This was used to store rice imported from Burma and other places through sea route. It bears testimony to advancement made in construction technology in the 19th century.  The monument, a majestic building with underground rainwater harvesting system is symbol of the state’s glorious past in maritime.",https://i.imgur.com/b4ekZ6Y.jpg,https://i.imgur.com/UcwmYR2.jpg https://i.imgur.com/9F4qJSQ.jpg https://i.imgur.com/VYSLOcL.jpg https://i.imgur.com/zfzAn7t.jpg
Pentha Beach,OD_Kendrapara_PenthaBeach,Odisha,Kendrapara,Kendrapara,20.57219877,86.71288806,Port & Sea Beach,NA,NA,A mesmerizing view of the nature and the soothing wind is a perfect treat to the voyager,"The ""Pentha Beach"" is a perfect combination of sun, sand and sea. Mangroves and pine trees create the scenery pretty mesmerizing and charming. The roaring waves hitting the shore of Bay of Bengal will remind you the prominent beaches of Puri and Gopalpur. The backdrop of awe-inspiring infinite water and golden sandy beach is aww factor of the place. There was no one except immaculate beach, crystal clear water, the tress and the beautiful red crabs.",NA,https://i.imgur.com/qEirWU2.jpg,https://i.imgur.com/5coaY10.jpg https://i.imgur.com/Af6MkTL.jpg
Daringbadi Hill Station,OD_Kandhamal_DaringbadiHillStation,Odisha,Kandhamal,Daringbadi,19.9037,84.1303,Hills and Caves,NA,NA,It is an ideal summer resort which is popularly named as “Kashmir of Odisha”,"Nestled in the lush greenery of hills, pine forests, plantations and waterfalls, this tiny underrated hill station at an altitude of 3000 feet in Kandhamal district of Odisha, has everything that makes it an ideal vacation destination.The place is gifted with natural bounties such as pine jungles, coffee gardens and beautiful valleys. It is the only place of Odisha which experiences snow fall during winter.$Unexplored and untouched by commercial aspects of tourism, Daringbadi is the only place in Odisha where dew freezes to ice during chilly winters and gives the illusion of the valley being covered in a layer of snow. In summers, the cool temperature provides a soothing respite from the scorching heat, prevalent in rest of the coastal state.","Back in the days of the British rule, there was a British officer named Daring Saheb who was in charge of this place. Over the years, this place was named after him, which spelled DaringBadi with Badi meaning village. More than 50% of the population here constitutes ST community of aboriginal tribal races.",https://i.imgur.com/ymuepJ0.jpg,https://i.imgur.com/aaedxui.jpg https://i.imgur.com/sAhLoMN.jpg https://i.imgur.com/dUfHJl5.jpg https://i.imgur.com/R9G8lF8.jpg https://i.imgur.com/0sslGku.jpg https://i.imgur.com/5V4NBAZ.jpg https://i.imgur.com/QZFQM5o.jpg https://i.imgur.com/ToCfIbF.jpg 
Putudi Waterfall,OD_Kandhamal_PutudiWaterfall,Odisha,Kandhamal,Sesakera,20.5455,84.1901,Waterfalls,NA,NA,Putudi is a place of natural beauty where river Salunki falls from the height of 60ft. forming an enchanting ambience,"Pearched amidst thick forest and the barren rocks of the mountain the water falls from a height of 100 m on the river Bada Salunki. Secluded from the hustle and bustle of the city and located among whispering forests, the place offers a serene and tranquil environment where the silence is only broken by the roaring sound of the waterfall. $Putudi Waterfall serves enough food for the camera and is an exquisite shooting spot. Many regional films have been shot here owing to the beauty of this place. Visitors often throng to this place to have picnics with friends and family.",NA,https://i.imgur.com/ns1AZHU.jpg,https://i.imgur.com/5FlwNFC.jpg https://i.imgur.com/Ftu05R4.jpg https://i.imgur.com/iodz7ma.jpg https://i.imgur.com/Rldk60k.jpg https://i.imgur.com/8y3GJYB.jpg
Belghar Nature Camp,OD_Kandhamal_BelgharNatureCamp,Odisha,Kandhamal,Belghar,19.926,83.6149,Nature and Wildlife,NA,NA,Belghar is full of scenic beauty and wild life especially Elephants and famous for age old tradition of food gathering and hut dwelling,"Belghar Nature Camp is situated at an altitude of 2555 feet above the sea in Kandhamal District. Belghar-Daringbadi is the land of “Hills and Waterfalls”.It is mainly inhabited by a particular tribe known as “Kutia Kandha”. The tribals believe in age old traditions of hut dwelling and food gathering. Though they are living in forests for years together yet they are hospitable and friendly. Belghar is surrounded by towering hillocks around. The thick forest is home to a number of rare endangered species of animals and plants.$The pride of the forest of Belghar is the long tusked Elephants that abound plenty in the region. Many other smaller mammal fauna like deer, wild boar, bear etc and varieties of birds viz: Hill Myna, Parrot, Peacocks and Flying Giant Squirrels are found which attracts the visitors. The natural vegetation of the forests are wooded trees which rises to a great height.Winter is enjoyable here which can be experience from November to end of March. Heavy mist and dew are also prevalent during the winter season. Average rainfall is 1382 mm. The perennial rivers and streams like “Pipili” and “Penaju Nala” are the water source of Belghar. Amongst the hillocks one large grass land on the top of hill at “DIMILI” is a must worth view point for the visitors.",NA,https://i.imgur.com/AIVBcLq.jpg,https://i.imgur.com/cJrHVfh.jpg https://i.imgur.com/exaLP1F.jpg https://i.imgur.com/loOW6bH.jpg https://i.imgur.com/DuCnYOq.jpg https://i.imgur.com/PobCqd2.jpg https://i.imgur.com/cEnKQfW.jpg
Chandi Mandir,OD_Jharsuguda_ChandiMandir,Odisha,Jharsuguda,Brajrajnagar,21.8079,83.944,Religious Sites,NA,NA,A good spiritual place with natural scenery on the bank of the River. A must visit in the winter as the river water is blue and stagnant,Goddess Chandi is worshipped here and the Chandipitha is located inside a natural rock cave on the banks of river IB. One can get down to the temple one can get down to the temple by the iron stairs. And from the temple one can have a beautiful view of the natural surroundings of the banks of the river Ib. It is a very nice picnic spot.,NA,https://i.imgur.com/EStfQBR.jpg,https://i.imgur.com/Jz0WSvs.jpg https://i.imgur.com/1xv4jqY.jpg https://i.imgur.com/Qsvn3CZ.jpg
Pahadi Mandir,OD_Jharsuguda_PahadiMandir,Odisha,Jharsuguda,Badheimunda,21.8618,84.0316,Religious Sites,NA,NA,A spiritual place of Lord Shiva eye and an catching view from the top of the hill,Pahadi Mandir is located on a small hilltop.Lord Shiva is worshipped at the temple. A beautiful view of Jharsuguda town can be seen from the hilltop.,NA,https://i.imgur.com/X1YmHm1.jpg,https://i.imgur.com/udpSRoG.jpg https://i.imgur.com/HaoDVNr.jpg https://i.imgur.com/HLK4VkN.jp 
Koilighughar Waterfall,OD_Jharsuguda_KoilighugharWaterfall,Odisha,Jharsuguda,Jharsuguda,21.8064,83.6686,Waterfalls,NA,NA,It is a picturesque beauty spot with Sylvan backdrop,"A rivult named Ahiraj takes origin from the Chhuikhanch forest and while flowing through rocky belt falls from a height of 200ft creating the waterfall of the Koilighughar. After the fall the rivulet flows west words to merge into the river Mahanadi, it is a picturesque beauty spot. $There is a Shivalayam known as Maheshwarnath inside the fall. The submerged lingam is not visible. If somebody tries to see it from inside the water in winter and summer the lingam is visible under the reflected sunlight hence from the benefit of the pilgrims another Shiva lingam has been created outside the waterfall. Every year a fair sits in Koilighughar on the occasion of Shivaratri.",NA,https://i.imgur.com/rjutg9t.jpg,https://i.imgur.com/AlwqWXK.jpg https://i.imgur.com/BBWYx2e.jpg https://i.imgur.com/X0KEt2A.jpg
Jhadeswar Temple,OD_Jharsuguda_JhadeswarTemple,Odisha,Jharsuguda,Purunabasti,21.5053,84.156,Religious Sites,NA,NA,The place is famous for a self appearing Sivalingam whose actual age is unknown,"The abode of Baba Jhadeswar the presiding deity of Jharsuguda the Jhadeswar Mandir ( Temple) is an ancient temple dedicated to Lord Shiva. The Temple is located on the outskirts of Purunabasti a flourishing village covered by small forest. Temple is famous for its natural beauty, annual Shivratri and Bol Bom (Kanwar Yatra) festival. The God popularly called as Jhadeswar Baba , sits and rules the Jharsuguda city.","Khadiamal Goud  (milk man)  was grazing his cattle in Purunabasti forest area. From cattle ,one cow was giving her milk on a  miraculous Stone  every day which was located in a small forest .Goud was unable to get milk from that cow because cow was  offering milk on that stone. He had suspicion that someone used to steal milk of cow. One day, he followed that cow to know, ‘who is stealing the  milk of cow’. When he  came to know the fact ,he got shocked. He saw a miraculous stone in small forest, the cow spent her milk on that stone .$He told all of this to Maaphidaar ( The person who got the land with no tax obligation) Govind Singh and fellow villagers. After hearing words , Maaphidar and villagers of Purunabasti wanted to visit that place. Goud led them to that spiritual place. All of them got mesmerized, after watching self-appearing Shivalingam on their own eyes. From that day, Lord Jhadeswar is being worshipped & glorified by devotees.",https://i.imgur.com/l2Igzb5.jpg,https://i.imgur.com/1h6Jhlx.jpg
Chandikhole Chandi Temple,OD_Jajpur_ChandikholeChandiTemple,Odisha,Jajpur,Jajpur,20.7086,86.1032,Religious Sites,NA,NA,Peace attraction for people who are wants to take a rest,"Chandi Mandir or Goddress Chandi Temple is one of the oldest temple in Jajpur District. This temple is situated very near to Chandikhole and very close to the famous Mahavinayak Temple of Jajpur. Here you can feel a nature’s silence and the beauty of Nature. This place is a very good and beautiful picnic spot in Jajpur and you will get all the facilities and a memorable picnic at this place. $Goddress Chandi is the main deity of this temple and for her name the name of this area is named as Chandikhole. So Goddess Chandi is the presiding deity of Chandikhol. This place has all the charm of an ideal picnic spot on the top of thickly wooded hill. The shady trees, the gurgling perennial streams and the sprawling Ashram of Baba Bhairabananda draws many visitors daily.",The place has been named after Goddess Chandi worshipped by late monk Baba Bhairabananda Bramhachari who established the deity of Maa Chandi in one of the adjoining hills of Barunei full of dense forest and ferrocious animals in 1932.,https://i.imgur.com/7t2IS6t.jpg,https://i.imgur.com/DdhXmsI.jpg https://i.imgur.com/NhPGoma.jpg 
Ashokjhar Wterfall,OD_Jajpur_AshokjharWaterfall,Odisha,Jajpur,Jajpur,21.0396,85.8977,Waterfalls,NA,NA,Beautiful place with great peace of mind. A waterfall with natural scenery,"Ashokjhar is situated amidst Lush green forest of Mahagiri Hill in Sukinda Valley. Ashokjhar is a prominent scenic spot of Jajpur District. Named after its presiding deity Goddess Ashokaswari, it is an ideal place for group.","There are two sites where you can view the waterfall, the first one is around 200 meters while the second is around 1km. The steepness and narrow trekking paths make the second site unaccessible. A good spot for picnic, there's a spacious ground for that. A good site overall.",https://i.imgur.com/s04XbWF.png,https://i.imgur.com/PGdMWuA.jpg https://i.imgur.com/2deA50m.png https://i.imgur.com/mKN0MyF.jpg https://i.imgur.com/HdVk6p2.jpg 
Ratnagiri,OD_Jajpur_Ratnagiri,Odisha,Jajpur,Jajpur,20.6558,86.3427,Hills and Caves,NA,NA,The most famous and comparatively well excavated site amongst the triad of the Buddhist Diamond Triangle,"Archaeological museum at Ratnagiri is one of the important site museums of Archaeological Survey of India, built on the northern crest of the Ratnagiri village, of District Jajpur in Odisha. The beautifully carved entrance gate of the Monastery is one of the most photographed Buddhist structures in the world.","Ratnagiri captured the imagination of historians and archeologist alike during its excavation, between 1975-1983.According to Prof Thomas Donaldson of Cleveland University, who has written many books on art and history of Odisha and India, Ratnagiri was a rival to Nalanda as a site of Buddhist learning and according to him some of the Tibetan texts even regard that the Mahayana and Tantrayana sect of Buddhism originated from Ratnagiri.$Ratnagiri is also the only monastery in India to have a curvilinear roof. The numerous Votive Stupas (Stupas erected on fulfillment of wish), the Commemorative Stupas (Stupas erected in memory of monks with their relics), the massive Mahastupa (main stupa), Chaityagrihas (prayer halls), statues of Buddha and the ornately carved rooms set amidst serene surroundings on top of hillock makes one wonder about the greatness of an era gone by. ",https://i.imgur.com/xIN7sFy.jpg,https://i.imgur.com/rUmytyV.jpg https://i.imgur.com/YuUp2FO.jpg https://i.imgur.com/SoyJlX6.jpg 
Biraja Khetra,OD_Jajpur_BirajaKhetra,Odisha,Jajpur,Jajpur,20.8337,86.3381,Religious Sites,NA,NA,"The Biraja Temple, or Birija Kshetra, is a historic Hindu temple for chastity and clarity","Jajpur the ancient capital of Odisha was known as Biraja Kshetra. The temple of Goddess Biraja was the nerve centre which inspired the Bhaumakara and Somavamsi kings to great heights thereby elevating the socio cultural scenario of Odisha. $Biraja Kshetra finds mention in the Sanskrit Mahabharata as a famous pilgrimage place. The temple of Goddess Biraja is considered to be one of the fifty one Shakti Pitha’s of the country. The temple covers a large area, and it has several Shiva linga and other deities.","This present temple was built in 13th century. According to legend, the navel of Sati fell here. Hence it became known as Navigaya. Subsequently the worship of the Goddess Biraja started and the place was called Biraja Kshetra. It is believed that seven generations of ancestors get salvation if one visits the Biraja Temple. $The idol of Goddess Biraja is a two armed Mahisamardini (Slayer of Buffalo Demon). The iconography is unique in the sense that it’s the only Mahisamardini idol in the country having two hands.Though she was the presiding deity of the Bhaumakaras, it was under the Somavamsi rule that the temple was built in the 11th Century AD. $The temple was desecrated when Odisha fell to the Afghans in the year 1568 AD. Later on a Zamindar by the name of Sudarshan Mohapatra reconstructed the temple in the first half of 19th Century AD, which is standing till today. The Biraja temple complex encompasses several other subsidiary temples each having a story weaved around it",https://i.imgur.com/eLXS5BE.jpg,https://i.imgur.com/6d52TFI.jpg https://i.imgur.com/LbrAvaw.jpg https://i.imgur.com/JN88SmY.jpg
